GeneSymbol,PSL
RIC8B,Cell cortex
GNL3L,Nucleolus
GNL3L,Cytosol
DDX18,Nucleolus
ASF1B,Cytosol
DZANK1,Centrosome
INTS10,Nucleus
DNAAF2,Cytosol
MRPS18A,Mitochondrion
ARMC1,Mitochondrion
ARMC1,Cytosol
SDAD1,Nucleolus
TMEM38B,Nucleus
MTPAP,Mitochondrion
AIG1,Plasma membrane
THAP1,Nucleus
RLIM,Cytosol
HAUS2,Centrosome
NLE1,Nucleolus
NECAP2,Plasma membrane
ZNF358,Nucleus
RBM28,Nucleolus
ANO10,Plasma membrane
PLEKHJ1,Cytosol
RBM22,Nucleus
GPATCH2,Nucleolus
DMAC2,Mitochondrion
MED9,Nucleus
ARGLU1,Mitochondrion
ARGLU1,Cytosol
BEX4,Nucleus
BEX4,Cytosol
SLC52A1,Plasma membrane
RNF216,Nucleus
RNF216,Cytosol
SMOX,Cytosol
PAG1,Plasma membrane
C14ORF119,Mitochondrion
C14ORF119,Cytosol
MCUB,Mitochondrion
PIH1D1,Nucleus
PIH1D1,Nucleolus
RMND1,Mitochondrion
ZNF446,Nucleus
PAK1IP1,Nucleolus
HIF1AN,Nucleus
HIF1AN,Cytosol
AURKAIP1,Nucleus
AURKAIP1,Mitochondrion
OXSM,Mitochondrion
OXSM,Cytosol
GID8,Nucleus
GID8,Cytosol
MRPL22,Mitochondrion
BABAM1,Nucleus
BABAM1,Cytosol
CLN6,Nucleolus
CLN6,Endoplasmic reticulum
THG1L,Mitochondrion
HPF1,Nucleus
UCKL1,Nucleus
GEMIN8,Nucleus
GEMIN8,Cytosol
TXNL4B,Cytosol
NLRP2,Golgi apparatus
NLRP2,Cytosol
AIRIM,Nucleus
AIRIM,Nucleolus
AIRIM,Cytosol
COMMD8,Cytosol
DDIT4,Mitochondrion
DDIT4,Cytosol
NDUFB11,Mitochondrion
SDHAF2,Nucleolus
SDHAF2,Mitochondrion
SDHAF2,Cytosol
MRPL16,Mitochondrion
ADPRS,Nucleus
ADPRS,Mitochondrion
MARCHF5,Mitochondrion
MARCHF5,Endoplasmic reticulum
RHBDL2,Plasma membrane
HYPK,Nucleus
RAB20,Golgi apparatus
LYAR,Nucleus
LYAR,Nucleolus
BPNT2,Golgi apparatus
BPNT2,Cytosol
CHCHD3,Nucleus
CHCHD3,Mitochondrion
ZSCAN32,Nucleus
MED29,Nucleus
DUS2,Endoplasmic reticulum
DUS2,Cytosol
CMTM6,Plasma membrane
ERVK13-1,Plasma membrane
SIRT5,Mitochondrion
SIRT5,Cytosol
MKS1,Centrosome
ELOVL2,Endoplasmic reticulum
MIOS,Cytosol
SMPD4,Endoplasmic reticulum
SMPD4,Golgi apparatus
CWC25,Nucleus
TEX10,Nucleolus
TEX10,Mitochondrion
ZDHHC7,Golgi apparatus
CNTLN,Centrosome
CNTLN,Cytosol
RNF186,Endoplasmic reticulum
PGPEP1,Cytosol
PAQR5,Plasma membrane
MCM9,Nucleus
NDE1,Centrosome
BABAM2,Nucleus
BABAM2,Cytosol
QPCTL,Golgi apparatus
KCTD5,Nucleus
KCTD5,Cytosol
CDKN2AIP,Nucleolus
DNAJB12,Endoplasmic reticulum
ALKBH4,Nucleolus
STAB1,Plasma membrane
CLEC5A,Cytosol
CLEC5A,Plasma membrane
SLC39A1,Plasma membrane
PPP4R2,Nucleus
PPP4R2,Centrosome
DPP3,Cytosol
SCN3A,Plasma membrane
AATF,Nucleus
AATF,Nucleolus
SCN3B,Plasma membrane
ETAA1,Cytosol
SPANXC,Nucleus
DDX56,Nucleus
DDX56,Nucleolus
DDX56,Cytosol
SNTG2,Plasma membrane
SPHK1,Cytosol
SPHK1,Plasma membrane
TERF2IP,Nucleus
SLCO1C1,Plasma membrane
ABI2,Nucleus
ABI2,Cytosol
DACT1,Nucleus
BCLAF1,Nucleus
ZDHHC3,Golgi apparatus
ANAPC11,Nucleolus
UTP6,Nucleolus
COA4,Mitochondrion
TLR7,Plasma membrane
MRPL39,Mitochondrion
MAP3K20,Nucleus
MAP3K20,Cytosol
BET1L,Golgi apparatus
BET1L,Cytosol
DONSON,Nucleus
ELOVL5,Endoplasmic reticulum
MIS18A,Cytosol
CELSR1,Plasma membrane
CELSR3,Plasma membrane
FAT2,Golgi apparatus
FAT2,Plasma membrane
NKIRAS1,Endoplasmic reticulum
NKIRAS1,Cytosol
UGGT1,Endoplasmic reticulum
RRN3,Nucleolus
TAS2R16,Endoplasmic reticulum
CALY,Plasma membrane
PLK2,Centrosome
FASTKD2,Mitochondrion
TECR,Nucleus
TECR,Endoplasmic reticulum
UBAP1,Cytosol
UBAP1,Plasma membrane
PLA2G3,Plasma membrane
PSENEN,Endoplasmic reticulum
PSENEN,Golgi apparatus
PSENEN,Plasma membrane
USE1,Endoplasmic reticulum
CISD1,Mitochondrion
GGA3,Lysosome
GGA3,Golgi apparatus
FMN2,Actin cytoskeleton
FMN2,Nucleus
FMN2,Nucleolus
FMN2,Cytosol
FMN2,Plasma membrane
C9ORF78,Nucleus
C9ORF78,Cytosol
RTEL1,Nucleus
STMN3,Golgi apparatus
STMN3,Cytosol
PRR13,Cytosol
CLIC5,Mitochondrion
CLIC5,Golgi apparatus
CLIC5,Centrosome
CLIC5,Cell cortex
CLIC5,Actin cytoskeleton
FAM120A,Cytosol
FAM120A,Plasma membrane
MOCS1,Cytosol
TREM2,Plasma membrane
EHF,Golgi apparatus
WWOX,Plasma membrane
WWOX,Nucleus
WWOX,Lysosome
WWOX,Golgi apparatus
WWOX,Cytosol
SMARCAL1,Nucleus
GLTP,Cytosol
SPG21,Golgi apparatus
SPG21,Cytosol
MRPL35,Mitochondrion
NINJ2,Plasma membrane
GPRC5B,Nucleolus
GPRC5B,Cytosol
IL36G,Cytosol
IL36G,Plasma membrane
GRHL1,Nucleus
UBP1,Nucleus
UBP1,Cytosol
IGF2BP1,Cytosol
DTL,Nucleus
DTL,Nucleolus
DTL,Centrosome
DTL,Cytosol
SACS,Nucleus
SACS,Mitochondrion
COQ3,Mitochondrion
NUDT4,Cytosol
ZNF224,Nucleus
MAT2B,Nucleus
MYOF,Plasma membrane
ITSN2,Centrosome
NOP53,Nucleolus
NOP53,Cytosol
IL1RAPL1,Plasma membrane
EHD3,Cytosol
EHD2,Plasma membrane
CNOT2,Cytosol
CNOT2,Plasma membrane
AIPL1,Nucleus
AIPL1,Cytosol
OR6C3,Plasma membrane
OR6C2,Plasma membrane
OR5AC2,Plasma membrane
NPAP1,Plasma membrane
DNAJC27,Nucleus
CD274,Nucleus
CD274,Plasma membrane
CD274,Actin cytoskeleton
BFAR,Endoplasmic reticulum
OGFR,Nucleus
FLRT3,Cytosol
FLRT3,Plasma membrane
CABP1,Plasma membrane
CABP1,Cell cortex
ZIM2,Nucleus
KCND2,Plasma membrane
CHMP5,Cytosol
CHMP5,Plasma membrane
COMMD9,Golgi apparatus
COMMD9,Cytosol
CNIH4,Endoplasmic reticulum
CWC15,Nucleus
CWC15,Mitochondrion
MRPL15,Mitochondrion
THYN1,Nucleus
NDUFAF4,Mitochondrion
NDUFAF4,Cytosol
HACD3,Endoplasmic reticulum
MED11,Nucleus
NDUFA13,Mitochondrion
PDP1,Mitochondrion
MRPL36,Mitochondrion
KCMF1,Lysosome
KCMF1,Cytosol
ADAM22,Plasma membrane
RAI14,Cytosol
RAI14,Cell cortex
FOXJ2,Nucleus
FRRS1L,Plasma membrane
VAPA,Endoplasmic reticulum
VAPA,Plasma membrane
MARK1,Plasma membrane
PKD2L1,Cytosol
PKD2L1,Plasma membrane
PKD2L1,Actin cytoskeleton
AKAP7,Nucleus
AKAP7,Cytosol
MRPL27,Mitochondrion
MARCHF2,Endoplasmic reticulum
MARCHF2,Cytosol
MARCHF2,Plasma membrane
TBC1D7,Cytosol
MTRES1,Mitochondrion
GSKIP,Nucleus
ORMDL1,Endoplasmic reticulum
ZNF581,Nucleus
TMEM9,Lysosome
TOMM7,Mitochondrion
CXXC1,Nucleus
CXXC1,Cytosol
SH3BP4,Nucleus
SPATA7,Cytosol
PIPOX,Peroxisome
GMIP,Cytosol
GMIP,Plasma membrane
LUZP4,Nucleus
TAAR3P,Plasma membrane
TAAR2,Plasma membrane
VPS54,Mitochondrion
VPS54,Golgi apparatus
VPS54,Cytosol
MDFIC,Nucleolus
MDFIC,Plasma membrane
CAMSAP3,Centrosome
ZBTB4,Nucleus
ZBTB4,Cytosol
CALCOCO1,Nucleus
CALCOCO1,Cytosol
HCN3,Plasma membrane
CEP72,Centrosome
CEP72,Cytosol
PLCE1,Cytosol
PLCE1,Plasma membrane
ATP10D,Endoplasmic reticulum
ATP10D,Plasma membrane
ZFAT,Nucleus
ZFAT,Cytosol
STIM2,Endoplasmic reticulum
STIM2,Plasma membrane
VPS18,Lysosome
ZNF492,Nucleus
RCC2,Nucleolus
RCC2,Plasma membrane
DIP2B,Nucleus
MBD5,Nucleus
SLAIN2,Centrosome
SLAIN2,Cytosol
USP36,Nucleolus
FNIP2,Cytosol
PAK5,Mitochondrion
PAK5,Cytosol
BCCIP,Centrosome
BCCIP,Cytosol
STK26,Golgi apparatus
STK26,Cytosol
PTGFRN,Golgi apparatus
CTTNBP2NL,Actin cytoskeleton
CHD7,Nucleus
CHD7,Nucleolus
HEATR5B,Cytosol
UNC79,Plasma membrane
RRBP1,Endoplasmic reticulum
KLHL14,Endoplasmic reticulum
KLHL14,Cytosol
KLHL14,Actin cytoskeleton
MAP10,Centrosome
CEP126,Centrosome
USP35,Mitochondrion
LARS1,Endoplasmic reticulum
LARS1,Cytosol
RCOR3,Cytosol
MYEF2,Nucleus
TBC1D14,Golgi apparatus
TBC1D14,Cytosol
CGN,Plasma membrane
ADAMTS9,Endoplasmic reticulum
KANSL3,Mitochondrion
STARD9,Nucleus
ANKFY1,Cytosol
RERE,Nucleus
SUCLA2,Mitochondrion
WRAP73,Centrosome
SPMAP2,Nucleus
SLC17A6,Plasma membrane
STX18,Endoplasmic reticulum
DPM3,Endoplasmic reticulum
ZNF219,Nucleus
UVRAG,Lysosome
UVRAG,Centrosome
UVRAG,Endoplasmic reticulum
ATXN10,Cytosol
ATXN10,Plasma membrane
MBD2,Nucleus
MBD2,Cytosol
NCDN,Cytosol
TFIP11,Nucleolus
NFKBIL1,Nucleus
EPS15L1,Nucleus
DNMT3B,Nucleus
SPRR3,Golgi apparatus
HSFX1,Nucleus
RHCG,Plasma membrane
SAE1,Nucleus
MAGEC2,Cytosol
RNF7,Nucleus
RNF7,Cytosol
PI4KB,Golgi apparatus
RBPJL,Nucleus
XPR1,Plasma membrane
COMMD3,Nucleus
HECA,Nucleus
ABCD2,Peroxisome
PPARGC1A,Nucleus
PPARGC1A,Cytosol
HCST,Plasma membrane
MTRR,Cytosol
UXT,Nucleus
UXT,Centrosome
ASH2L,Nucleus
CPNE7,Nucleus
CPNE7,Plasma membrane
P2RX2,Plasma membrane
PEMT,Mitochondrion
PEMT,Endoplasmic reticulum
PEMT,Cytosol
DHCR7,Endoplasmic reticulum
TRPC4,Plasma membrane
HDAC6,Centrosome
HDAC6,Cytosol
SPAST,Endoplasmic reticulum
SPAST,Nucleus
SPAST,Centrosome
SPAST,Cytosol
METTL1,Nucleus
METTL1,Nucleolus
METTL1,Cytosol
VPS29,Cytosol
EIF3K,Nucleus
EIF3K,Cytosol
EXTL2,Endoplasmic reticulum
EXTL2,Cytosol
CTSZ,Lysosome
CTSZ,Endoplasmic reticulum
CTSZ,Cell cortex
DNAJB9,Endoplasmic reticulum
DNAJB11,Nucleus
DNAJB11,Endoplasmic reticulum
GABBR1,Plasma membrane
RNF14,Nucleus
RNF14,Cytosol
POLK,Nucleus
CTNNAL1,Cytosol
CTNNAL1,Plasma membrane
NXF1,Nucleus
SEL1L,Endoplasmic reticulum
B4GALT7,Golgi apparatus
PEF1,Endoplasmic reticulum
BIN2,Plasma membrane
BIN2,Cell cortex
ZMYM2,Nucleus
COPS7A,Cytosol
COPS7A,Nucleus
HESX1,Nucleus
CTSF,Endoplasmic reticulum
CTSF,Plasma membrane
DUX4,Nucleus
DUX4,Nucleolus
DUX4,Golgi apparatus
DUX4,Cytosol
SLC25A10,Nucleus
SLC25A10,Mitochondrion
KLK11,Golgi apparatus
LPAR3,Plasma membrane
CLN8,Mitochondrion
CLN8,Endoplasmic reticulum
HSPB7,Nucleus
HSPB7,Actin cytoskeleton
APEX2,Mitochondrion
PPP1R1B,Nucleus
AASS,Mitochondrion
ZNF282,Nucleus
TJP2,Nucleus
TJP2,Plasma membrane
DNAJB4,Cytosol
DNAJB4,Plasma membrane
MALT1,Nucleus
MALT1,Cytosol
STK17A,Nucleus
STK17A,Plasma membrane
DAXX,Nucleus
DAXX,Nucleolus
FTSJ1,Nucleus
FTSJ1,Cytosol
VTI1B,Golgi apparatus
VTI1B,Cytosol
STK39,Cytosol
ADD3,Plasma membrane
ADD3,Cell cortex
FBXL17,Nucleus
LRWD1,Nucleus
LRWD1,Nucleolus
LRWD1,Centrosome
CCDC39,Cytosol
CNOT8,Nucleus
NIPSNAP3A,Nucleus
NIPSNAP3A,Cytosol
CGGBP1,Nucleus
PISD,Nucleus
PISD,Mitochondrion
PISD,Golgi apparatus
PISD,Cytosol
RGS17,Nucleus
MTRF1L,Mitochondrion
OR12D3,Plasma membrane
SLC23A2,Plasma membrane
ZRANB1,Nucleus
ZRANB1,Cytosol
TES,Nucleus
TES,Cytosol
TES,Plasma membrane
TUBGCP4,Centrosome
SERGEF,Nucleus
SERGEF,Cytosol
KDM5B,Nucleus
KDM5B,Cytosol
CHRNA9,Plasma membrane
WARS2,Mitochondrion
WARS2,Plasma membrane
PARP2,Nucleus
PARP2,Nucleolus
LIMD1,Nucleus
LIMD1,Plasma membrane
SEC63,Endoplasmic reticulum
CACFD1,Golgi apparatus
CACFD1,Plasma membrane
ZC3H7B,Nucleus
SUSD2,Plasma membrane
TCF20,Nucleus
APOBEC3B,Nucleus
ARMCX3,Nucleus
ARMCX3,Cytosol
SWAP70,Plasma membrane
SWAP70,Actin cytoskeleton
EBF1,Nucleus
KLHL3,Cytosol
MLX,Nucleus
MLX,Cytosol
RSL24D1,Nucleolus
NDOR1,Cytosol
LIMA1,Cytosol
LIMA1,Plasma membrane
LIMA1,Actin cytoskeleton
SRP68,Nucleolus
SRP68,Endoplasmic reticulum
SRP68,Cytosol
CNTNAP2,Golgi apparatus
NPC1L1,Plasma membrane
TBK1,Cytosol
CIDEB,Golgi apparatus
CIDEB,Cytosol
SEPTIN9,Actin cytoskeleton
UBQLN2,Nucleus
UBQLN2,Cytosol
UBQLN2,Plasma membrane
STEAP1,Plasma membrane
TRPS1,Nucleus
DCDC2,Cytosol
PCYOX1,Lysosome
IP6K2,Nucleus
SLC7A8,Plasma membrane
DDX20,Cytosol
SLC23A1,Plasma membrane
SFMBT1,Nucleus
NUFIP1,Nucleolus
AMACR,Mitochondrion
AMACR,Peroxisome
AMACR,Plasma membrane
DPP7,Golgi apparatus
GTF2IRD1,Cytosol
OPN4,Plasma membrane
POLG2,Mitochondrion
CEMIP2,Nucleolus
CEMIP2,Cytosol
CEMIP2,Plasma membrane
USP25,Endoplasmic reticulum
USP25,Cytosol
CLEC2D,Endoplasmic reticulum
SMPX,Nucleus
NARF,Nucleolus
TCEAL9,Nucleus
CYB5R1,Mitochondrion
CYB5R1,Cytosol
BAIAP2L1,Actin cytoskeleton
BAIAP2L1,Cytosol
BAIAP2L1,Plasma membrane
SAP30BP,Nucleus
MED13,Nucleus
PFDN2,Nucleus
PFDN2,Mitochondrion
PFDN2,Cytosol
SLC12A6,Plasma membrane
NRBP1,Cell cortex
ENOPH1,Nucleus
NDUFA12,Mitochondrion
NDUFA12,Cytosol
RABAC1,Plasma membrane
TAGLN3,Nucleus
DMGDH,Mitochondrion
IPO11,Cytosol
GLS2,Mitochondrion
SCN11A,Plasma membrane
DACH1,Golgi apparatus
DACH1,Cytosol
PRSS50,Endoplasmic reticulum
SLC24A2,Plasma membrane
MRM2,Nucleolus
DNAI1,Centrosome
MAD2L2,Nucleus
CYTH4,Cytosol
CYTH4,Plasma membrane
XPO7,Nucleus
CD84,Plasma membrane
VPS51,Nucleolus
VPS51,Golgi apparatus
VPS51,Cytosol
ZNF639,Nucleus
ZNF230,Nucleus
TEKT2,Nucleus
MUTYH,Mitochondrion
BAZ2B,Nucleus
BAZ2A,Nucleus
BAZ2A,Cytosol
BAZ1B,Nucleus
SLCO3A1,Plasma membrane
KLF15,Nucleus
ATP5IF1,Mitochondrion
ZDHHC2,Endoplasmic reticulum
ZDHHC2,Golgi apparatus
AK3,Mitochondrion
DAPK2,Golgi apparatus
SCOC,Golgi apparatus
LNPEP,Plasma membrane
CNOT7,Nucleus
SERPINB13,Nucleolus
SERPINB13,Cytosol
PLXNA1,Cytosol
RABGEF1,Nucleolus
RABGEF1,Cytosol
GPR160,Plasma membrane
MAGEL2,Cytosol
MSRA,Mitochondrion
MSRA,Cytosol
MSRA,Plasma membrane
MSRA,Actin cytoskeleton
ZMYM5,Nucleus
HACL1,Peroxisome
KCNE5,Plasma membrane
STAG3,Nucleolus
MCM8,Nucleus
GNPTG,Golgi apparatus
ZFP69B,Nucleus
ZFP69B,Nucleolus
ERRFI1,Nucleus
ERRFI1,Cytosol
LAMP5,Plasma membrane
SLC25A13,Mitochondrion
TUBD1,Cytosol
LEF1,Nucleus
DBNL,Plasma membrane
DDX41,Nucleus
DCTN4,Centrosome
DCTN4,Cell cortex
DNMT3L,Nucleus
DNMT3L,Cytosol
SERTAD3,Nucleus
ANAPC7,Nucleus
ANAPC5,Nucleus
ANAPC4,Nucleus
HSPB8,Nucleus
HSPB8,Cytosol
GGA2,Golgi apparatus
GGA1,Golgi apparatus
GGA1,Cytosol
STOML2,Plasma membrane
STOML2,Actin cytoskeleton
ZNF223,Nucleus
ZNF222,Nucleus
ZNF221,Nucleus
KCND3,Plasma membrane
FBXO2,Endoplasmic reticulum
RPS6KA6,Nucleolus
RPS6KA6,Mitochondrion
RPS6KA6,Cytosol
ZNF580,Nucleus
NOCT,Mitochondrion
VPS28,Cytosol
VPS28,Plasma membrane
LSM7,Nucleus
CCNL1,Nucleus
DBR1,Nucleus
FEM1B,Nucleus
FEM1B,Cytosol
JPT1,Cytosol
USP21,Cytosol
USP21,Plasma membrane
FBXO3,Cytosol
FBXL5,Nucleus
AKAP11,Nucleolus
AKAP11,Centrosome
AKAP11,Cytosol
AKAP11,Plasma membrane
FBXW11,Centrosome
AJAP1,Plasma membrane
GMEB2,Cytosol
TNIK,Nucleus
TNIK,Cytosol
PITPNC1,Cytosol
APPL1,Nucleus
APPL1,Cytosol
APPL1,Plasma membrane
CROT,Peroxisome
CDC42EP3,Plasma membrane
CDC42EP3,Actin cytoskeleton
TLK1,Nucleus
POU2F3,Nucleus
POU2F3,Nucleolus
POU2F3,Cytosol
POU2F3,Plasma membrane
CHIC2,Golgi apparatus
CHIC2,Plasma membrane
PARP4,Cytosol
NXT1,Cytosol
NXT1,Nucleus
NUDT5,Nucleus
RCOR1,Nucleus
CASP8AP2,Nucleus
CASP8AP2,Mitochondrion
MAN1B1,Endoplasmic reticulum
RALY,Nucleus
GTF3C4,Mitochondrion
ADAM28,Mitochondrion
ADAM28,Plasma membrane
PACSIN3,Cytosol
PACSIN3,Plasma membrane
IKZF2,Nucleus
FBXO5,Nucleus
IKZF3,Nucleus
IKZF3,Cytosol
ACSL6,Endoplasmic reticulum
HDAC9,Nucleus
ACIN1,Nucleus
ACIN1,Cytosol
ACIN1,Plasma membrane
AMFR,Endoplasmic reticulum
AMFR,Golgi apparatus
AGO2,Nucleus
AGO2,Cytosol
ZHX1,Nucleus
POMT2,Nucleolus
POMT2,Cytosol
CDV3,Cytosol
CDV3,Plasma membrane
CNOT11,Nucleus
DSE,Endoplasmic reticulum
DSE,Golgi apparatus
INTS6,Nucleus
INTS6,Actin cytoskeleton
BAG5,Nucleus
BAG5,Mitochondrion
BAG5,Cytosol
AGO1,Cytosol
RAB22A,Plasma membrane
RAB22A,Actin cytoskeleton
TRAPPC2L,Endoplasmic reticulum
TRAPPC2L,Cytosol
ZNF346,Nucleus
ZNF346,Nucleolus
PNMA3,Nucleolus
PNMA2,Nucleolus
TCFL5,Nucleus
HCN2,Plasma membrane
TAOK2,Nucleolus
TAOK2,Cytosol
ZNF215,Nucleus
ZNF214,Nucleus
DNPEP,Nucleus
DNPEP,Cytosol
NRXN1,Nucleolus
NRXN1,Plasma membrane
EMCN,Plasma membrane
RAB23,Centrosome
RAB23,Cytosol
RAB23,Plasma membrane
ACSL5,Nucleolus
ACSL5,Mitochondrion
ACSL5,Endoplasmic reticulum
ACSL5,Plasma membrane
PADI1,Cytosol
ZDHHC8,Golgi apparatus
MTUS1,Nucleolus
MTUS1,Mitochondrion
MTUS1,Golgi apparatus
MTUS1,Centrosome
MTUS1,Plasma membrane
BRPF3,Nucleus
ZNF777,Nucleus
WWC3,Cytosol
DENND2A,Actin cytoskeleton
PALD1,Cytosol
SLC39A10,Plasma membrane
INO80,Nucleus
INO80,Cytosol
ATAD2B,Nucleus
ODF2L,Centrosome
ZBTB21,Nucleus
ZBTB21,Cytosol
ZMIZ1,Nucleus
ZMIZ1,Cytosol
MED23,Nucleus
PRR12,Nucleus
NDRG4,Cytosol
NDRG4,Plasma membrane
TBC1D24,Plasma membrane
STRIP2,Cytosol
ISY1,Nucleus
PPM1H,Nucleus
TMCC3,Endoplasmic reticulum
ZNRF3,Plasma membrane
ZMYND8,Nucleus
ZMYND8,Nucleolus
FZD4,Plasma membrane
CIZ1,Nucleus
CIZ1,Plasma membrane
CORO1C,Cell cortex
CORO1C,Actin cytoskeleton
PADI3,Cytosol
AKAP8L,Nucleus
MAFF,Mitochondrion
TP53TG3,Nucleus
STAP1,Nucleus
STAP1,Mitochondrion
STAP1,Cytosol
PYCARD,Nucleolus
PYCARD,Mitochondrion
PYCARD,Endoplasmic reticulum
PYCARD,Cytosol
MMP17,Plasma membrane
TMCO1,Endoplasmic reticulum
PADI4,Nucleus
FZR1,Nucleus
EPDR1,Lysosome
NOTCH3,Plasma membrane
MYO6,Nucleus
MYO6,Golgi apparatus
PLAGL1,Golgi apparatus
ALK,Plasma membrane
KMT2B,Nucleus
BARX2,Golgi apparatus
BARX2,Cytosol
BARX2,Actin cytoskeleton
NFU1,Nucleus
NFU1,Mitochondrion
NFU1,Cytosol
PRPF19,Nucleus
SYNPO2,Cytosol
SYNPO2,Actin cytoskeleton
USP18,Nucleus
USP18,Cytosol
UBQLN1,Endoplasmic reticulum
UBQLN1,Cytosol
UBQLN1,Plasma membrane
SUFU,Nucleus
OAZ3,Nucleus
BOK,Nucleus
BOK,Mitochondrion
BOK,Endoplasmic reticulum
BOK,Golgi apparatus
NENF,Mitochondrion
NENF,Endoplasmic reticulum
GUCA1B,Plasma membrane
NOL7,Nucleolus
NOL7,Mitochondrion
DAPP1,Plasma membrane
NDRG2,Nucleus
NDRG2,Golgi apparatus
VPS4A,Nucleus
VPS4A,Lysosome
VPS4A,Centrosome
VPS4A,Cytosol
VPS4A,Plasma membrane
L1RE1,Lysosome
L1RE1,Endoplasmic reticulum
L1RE1,Nucleolus
G3BP2,Cytosol
ARHGAP26,Mitochondrion
ARHGAP26,Cytosol
STUB1,Nucleus
STUB1,Endoplasmic reticulum
STUB1,Cytosol
PACSIN2,Plasma membrane
MAGED2,Nucleolus
MAGED2,Cytosol
CDC14A,Centrosome
CDC14A,Cytosol
SNX6,Nucleus
SNX6,Lysosome
SNX6,Cytosol
DUSP12,Nucleus
DUSP12,Cytosol
ANGEL1,Nucleus
ANGEL1,Endoplasmic reticulum
ANGEL1,Cytosol
ING4,Nucleus
ING4,Cytosol
PSMD13,Nucleus
FAF1,Nucleus
FAF1,Cytosol
PROCR,Centrosome
PPIE,Nucleus
PPIE,Cytosol
ABCG2,Plasma membrane
DIMT1,Nucleolus
DIMT1,Cytosol
TIMELESS,Nucleus
COPS3,Cytosol
COPS3,Nucleus
WDR3,Nucleolus
TTF2,Cytosol
ZNF232,Cytosol
NSFL1C,Centrosome
PLA2G4C,Plasma membrane
PLA2G4C,Cell cortex
COG5,Golgi apparatus
COG5,Cytosol
GPR34,Plasma membrane
FLVCR2,Plasma membrane
LHX6,Nucleus
B9D1,Centrosome
MACF1,Golgi apparatus
MACF1,Plasma membrane
CEP131,Centrosome
SCAF8,Nucleus
PPP6R1,Cytosol
TRIM33,Nucleus
PHF8,Nucleus
PHF8,Nucleolus
IQSEC3,Cytosol
SMG5,Nucleus
SETD1B,Nucleus
ANKRD26,Centrosome
ZC3H4,Cytosol
TBC1D2B,Cytosol
SAMD4A,Cytosol
CEP164,Centrosome
TRAK1,Mitochondrion
TRAK1,Cell cortex
AGTPBP1,Nucleus
AGTPBP1,Nucleolus
MINAR1,Plasma membrane
SLC7A11,Plasma membrane
HPS5,Cytosol
THSD7A,Plasma membrane
CILK1,Nucleus
CILK1,Cytosol
SHOC2,Nucleus
SHOC2,Cytosol
SRRM2,Nucleus
NEU3,Plasma membrane
PA2G4,Nucleus
PA2G4,Nucleolus
EXO1,Nucleus
EXO1,Plasma membrane
CDK11A,Nucleus
BAIAP2,Actin cytoskeleton
BAIAP2,Cytosol
BAIAP2,Plasma membrane
AURKC,Nucleus
GAB2,Plasma membrane
CLCA2,Cytosol
CLCA2,Plasma membrane
SCN8A,Plasma membrane
ERVW-1,Plasma membrane
MAPK8IP1,Nucleus
MAPK8IP1,Cytosol
MAPK8IP1,Plasma membrane
HDAC5,Nucleus
HDAC5,Golgi apparatus
HDAC5,Cytosol
CAMK2A,Nucleus
CHMP2B,Lysosome
CHMP2B,Plasma membrane
CHMP2B,Cytosol
SCML2,Nucleus
ZNF148,Golgi apparatus
LAMP3,Plasma membrane
TRPC6,Plasma membrane
COLQ,Plasma membrane
MTMR6,Endoplasmic reticulum
NIP7,Nucleolus
NIP7,Cytosol
DMTF1,Cytosol
RTRAF,Nucleus
RTRAF,Centrosome
RTRAF,Cytosol
RNF24,Golgi apparatus
SLC22A13,Endoplasmic reticulum
SLC22A13,Golgi apparatus
SLC22A13,Plasma membrane
TRAF3IP3,Mitochondrion
TRAF3IP3,Plasma membrane
RUVBL2,Nucleus
RUVBL2,Centrosome
RUVBL2,Cytosol
CDYL,Nucleus
PIN4,Nucleolus
DLEC1,Cytosol
NOD1,Plasma membrane
NOD1,Cytosol
HIGD1A,Mitochondrion
AKT3,Nucleus
POMP,Endoplasmic reticulum
POMP,Cytosol
GINS2,Nucleus
LZTS1,Plasma membrane
HPSE,Nucleus
HPSE,Lysosome
RNF6,Nucleus
POLH,Cytosol
PRELID1,Mitochondrion
FOXA2,Nucleus
PLAA,Nucleus
RUVBL1,Nucleus
RUVBL1,Centrosome
RUVBL1,Cytosol
NUDC,Cytosol
SLC22A14,Plasma membrane
RASD1,Nucleus
RASD1,Plasma membrane
TNFSF13B,Plasma membrane
BCS1L,Mitochondrion
VDAC3,Nucleus
VDAC3,Mitochondrion
INVS,Nucleus
ITM2B,Golgi apparatus
ITM2B,Plasma membrane
SLC5A6,Plasma membrane
ASF1A,Nucleus
DRG1,Nucleus
DRG1,Cytosol
TRAPPC4,Endoplasmic reticulum
RXYLT1,Golgi apparatus
TP53TG5,Nucleus
TP53TG5,Nucleolus
B3GALT5,Endoplasmic reticulum
B3GALT5,Golgi apparatus
EXOG,Mitochondrion
TLR6,Golgi apparatus
CA5B,Mitochondrion
ATF5,Nucleus
ATF5,Centrosome
ATF5,Cytosol
SSX2IP,Nucleus
DTX4,Centrosome
EFR3B,Cytosol
EFR3B,Plasma membrane
EFR3B,Actin cytoskeleton
MYRF,Golgi apparatus
MYRF,Cytosol
CARD8,Nucleus
ATP11B,Endoplasmic reticulum
ATP11B,Golgi apparatus
POFUT2,Golgi apparatus
